id,winner_model_a,winner_model_b,winner_tie
96401,0.39421432138447243,0.252284324911821,0.35350135370370656
198779,0.19065853651359063,0.4727954100854703,0.336546053400939
313413,0.41219377058443296,0.23726119600473558,0.35054503341083143
370945,0.34846496668855154,0.29322457085803766,0.3583104624534108
862324,0.3748926070713021,0.2690846959288857,0.3560226969998123
863398,0.2624999363430901,0.3823706610565421,0.3551294026003678
887722,0.5129777701843288,0.16294461733160479,0.3240776124840664
914644,0.24798059083884164,0.3992949914566013,0.3527244177045571
933555,0.26917346518177476,0.37479261054182206,0.3560339242764032
2912862,0.4367261953186541,0.21766771830178036,0.3456060863795656
2944182,0.21766771830178036,0.4367261953186541,0.3456060863795656
3373963,0.3880390678223445,0.2575784538838169,0.3543824782938387
3475655,0.35206742379818606,0.2898519710302946,0.3580806051715194
3519254,0.3785426910110205,0.265857440895028,0.35559986809395144
3622781,0.43927782333197185,0.21568788332031966,0.3450342933477086
4486480,0.38290186737366805,0.26203618803179557,0.3550619445945364
4615863,0.4979422480142489,0.17303100582371286,0.3290267461620382
5061737,0.5681394275180034,0.128724435688227,0.3031361367937696
5069186,0.4130433720992321,0.23656541621185995,0.3503912116889079
5166668,0.2876029667157207,0.35448551430960507,0.3579115189746742
5717448,0.27110365992885077,0.3726235868415024,0.35627275322964697
6223290,0.2609138473031012,0.38418997209562955,0.35489618060126926
6241568,0.3246558823972839,0.3161981212997843,0.35914599630293187
6274602,0.3188831803976552,0.32195341850648823,0.3591634010958566
6287371,0.09953881049842846,0.6216296836782248,0.2788315058233467
6394907,0.3748926070713021,0.2690846959288857,0.3560226969998123
6492528,0.3453042142171737,0.2962055744138915,0.3584902113689348
7021095,0.581907688380414,0.12084401660481991,0.29724829501476613
7311145,0.5074426845765654,0.166618965157509,0.3259383502659256
7484756,0.31634297488647284,0.3245096727944619,0.3591473523190653
7591373,0.4367261953186541,0.21766771830178036,0.3456060863795656
8027538,0.4412276183412772,0.21418225202136534,0.34459012963735747
8173595,0.33892693664080414,0.30228339048441377,0.35878967287478214
8639923,0.31296659719613873,0.32793010864100824,0.359103294162853
9420277,0.3245096727944619,0.31634297488647284,0.3591473523190653
9785707,0.34479390529661874,0.29668879783156676,0.35851729687181455
10038573,0.340772908388481,0.30051534140717157,0.3587117502043475
10604421,0.2864517029121003,0.355728270697727,0.3578200263901727
10875646,0.24651270673676398,0.4010405243345174,0.3524467689287186
11953413,0.3127164426156937,0.3281845668802023,0.35909899050410404
12030710,0.26623080991079506,0.3781189384628231,0.35565025162638186
12749848,0.26676173042559076,0.37751703644981477,0.3557212331245945
13035190,0.19479323169420368,0.4670898539985613,0.338116914307235
13657431,0.3732382087659261,0.2705557993565144,0.3562059918775595
13782880,0.30051534140717157,0.340772908388481,0.3587117502043475
14354101,0.48732400243475377,0.18035700712739788,0.3323189904378483
14493470,0.23084365546130756,0.4200889132819325,0.34906743125675993
14685320,0.4184881997829312,0.2321360985329992,0.3493757016840695
14819628,0.4645908923941438,0.19662020887913184,0.3387888987267244
15059469,0.40997147233888687,0.23908709949351248,0.35094142816760066
15214568,0.2863455307520353,0.3558430496760035,0.3578114195719612
15372768,0.4128764532350642,0.2367020149415759,0.35042153182335994
15551443,0.3591538663658434,0.28329433517872055,0.3575517984554361
15816190,0.48732400243475377,0.18035700712739788,0.3323189904378483
15828515,0.2697000602260975,0.3741998545933297,0.3561000851805728
15909896,0.27860766023131406,0.36428602465521515,0.35710631511347074
16350735,0.3429106870183906,0.29847674347706704,0.3586125695045423
16748032,0.14914552042368534,0.5343961586711665,0.31645832090514814
16957411,0.31042021223325983,0.3305270470100992,0.359052740756641
17102186,0.4128764532350642,0.2367020149415759,0.35042153182335994
17441805,0.3332114231681429,0.30780346284347854,0.35898511398837857
17448643,0.265857440895028,0.3785426910110205,0.35559986809395144
17452762,0.2962055744138915,0.3453042142171737,0.3584902113689348
17579220,0.27811955436907976,0.36482381562629146,0.3570566300046289
17846323,0.36920988081845363,0.27415978445666506,0.3566303347248813
17994707,0.24149473667890145,0.40705711545769435,0.3514481478634042
18094964,0.48990105686523033,0.1785633741706458,0.33153556896412384
18124674,0.29847674347706704,0.3429106870183906,0.3586125695045424
18149745,0.23012661483833416,0.42097933572114027,0.34889404944052554
18229379,0.3476569642088891,0.2939846647654179,0.35835837102569296
19055999,0.26977569183042793,0.374114782672704,0.3561095254968681
19086537,0.37108496592245066,0.2724783330738964,0.35643670100365304
19351701,0.25166285888437057,0.3949445871599795,0.35339255395564995
19606851,0.4916243254470076,0.17736957642988213,0.3310060981231102
19610571,0.11316782888842081,0.5957728054649591,0.29105936564662005
19919902,0.3453042142171737,0.2962055744138915,0.3584902113689348
19965981,0.3343707130924658,0.3066781768513418,0.3589511100561924
20154595,0.265857440895028,0.3785426910110205,0.35559986809395144
20323081,0.2962055744138915,0.3453042142171737,0.3584902113689348
20389020,0.22867277980151596,0.4227899008604859,0.3485373193379981
21076858,0.34381281263889923,0.2976193359194572,0.3585678514416435
21624867,0.2864517029121003,0.355728270697727,0.3578200263901727
22198032,0.27415978445666506,0.36920988081845363,0.35663033472488137
22203562,0.4367261953186541,0.21766771830178036,0.3456060863795656
22387439,0.47322265196399,0.19035096248213368,0.3364263855538764
22897436,0.36834968462991124,0.2749334262248594,0.35671688914522937
23262408,0.2975237192091182,0.3439135268878437,0.35856275390303805
23752038,0.27648058623027266,0.36663419917033047,0.3568852145993969
23981422,0.18035700712739788,0.48732400243475377,0.33231899043784835
24156886,0.3043150310510104,0.3368149753154943,0.35886999363349537
24217487,0.4077389575170921,0.24093010821332278,0.3513309342695851
24244682,0.2976193359194572,0.34381281263889923,0.35856785144164355
24298976,0.3798472546996592,0.26471011553354246,0.35544262976679847
24487972,0.37751703644981477,0.26676173042559076,0.3557212331245944
24710636,0.2957905197677412,0.34574298892556227,0.35846649130669656
25523100,0.2962055744138915,0.3453042142171737,0.3584902113689348
25927022,0.21268116991469432,0.4431796189662559,0.34413921111904977
26344235,0.2904513701050755,0.3514251025226478,0.3581235273722767
26376073,0.3457585203812247,0.2957758352409561,0.35846564437781925
26425483,0.26592557890860646,0.3784653295157094,0.35560909157568416
26535266,0.38277476465549376,0.262147101951265,0.35507813339324124
26752065,0.3734247537358684,0.27038966039931905,0.3561855858648126
26853196,0.4573294460969319,0.20198492679438432,0.3406856271086838
26977623,0.25297267838102866,0.39340678378605387,0.35362053783291747
27640786,0.4367261953186541,0.21766771830178036,0.3456060863795656
27937485,0.2371010131100315,0.4123892304513056,0.3505097564386629
28084074,0.45876354945469633,0.20091879395622908,0.3403176565890746
28207817,0.3648061385175212,0.2781355893263091,0.3570582721561697
28614681,0.5165138292018452,0.16062074400920234,0.32286542678895247
29409951,0.5343961586711665,0.14914552042368534,0.31645832090514814
29769670,0.35347557797709656,0.28854084414983494,0.35798357787306845
29819376,0.351702059241609,0.2901928177836621,0.35810512297472885
29998700,0.36905812226001,0.27429616866000556,0.35664570907998455
30621995,0.28854084414983494,0.35347557797709656,0.3579835778730685
30651405,0.2711946816360661,0.37252155202658094,0.356283766337353
31168210,0.3293864877717272,0.3115367603370949,0.35907675189117794
31514551,0.2964421985012971,0.34505425570671916,0.3585035457919838
31538450,0.3628754416485117,0.27989062105360196,0.35723393729788633
31708717,0.13190717182364572,0.562703552690021,0.3053892754863334
31731551,0.3131172079851245,0.32777697615885776,0.3591058158560177
31919812,0.5804044748277032,0.12169184679924046,0.29790367837305637
32175659,0.38464344145913915,0.2605194698544653,0.35483708868639563
32354026,0.38997792693053834,0.25590871979203045,0.3541133532774312
32811956,0.5125978436775285,0.16319538818615145,0.3242067681363201
32935133,0.2824173789440631,0.3601098548685084,0.35747276618742846
33161531,0.3100764079284585,0.3308788267291908,0.35904476534235075
